Year,Month,Day,Country,Region,city,latitude,longitude,AttackType,Killed,Wounded,Target,Group,Target_type,Weapon_type,casualities
2017,2,6,Somalia,Sub-Saharan Africa,Tabda,0.303664,41.440765,Bombing/Explosion,1.0,0.0,Base,Al-Shabaab,Military,Explosives,1.0
2017,2,6,Libya,Middle East & North Africa,Benghazi,32.069286,20.151144,Bombing/Explosion,2.0,0.0,Civilians,Unknown,Private Citizens & Property,Explosives,2.0
2017,2,6,Angola,Sub-Saharan Africa,Unknown,-5.576548000000001,12.195297,Unknown,,,Soldiers,Front for the Liberation of Cabinda / Cabinda Armed Forces (FLEC-FAC),Military,Unknown,
2017,2,6,Colombia,South America,Sardinata,8.085092,-72.799937,Hostage Taking (Kidnapping),0.0,0.0,"Engineers: Arturo Nino Rincon, Gabriel Tadeo Lopez, Gildardo Arguello",Popular Liberation Army (EPL),Business,Unknown,0.0
2017,2,7,Afghanistan,South Asia,Kabul,34.516895,69.14701099999999,Bombing/Explosion,22.0,41.0,Supreme Court Building,Khorasan Chapter of the Islamic State,Government (General),Explosives,63.0
2017,2,7,Pakistan,South Asia,Mandan,32.960565,70.605692,Bombing/Explosion,1.0,2.0,Police Station,Tehrik-i-Taliban Pakistan (TTP),Police,Explosives,3.0
2017,2,7,Pakistan,South Asia,Chaman,30.89053,66.452563,Bombing/Explosion,0.0,3.0,Patrol,Unknown,Military,Explosives,3.0
2017,2,7,Pakistan,South Asia,Khair Abad,26.072748,62.65078199999999,Bombing/Explosion,0.0,4.0,Convoy,Unknown,Military,Explosives,4.0
2017,2,7,Somalia,Sub-Saharan Africa,Mir Taqwo,3.1052779999999998,45.852222,Bombing/Explosion,,,Burundian Convoy,Al-Shabaab,Military,Explosives,
2017,2,7,Philippines,Southeast Asia,Tacayan,11.287818,122.40589299999999,Bombing/Explosion,1.0,2.0,Soldier: Ricky Bill Farinas,New People's Army (NPA),Military,Explosives,3.0
2017,2,7,India,South Asia,Dantewada district,18.673257,81.22082900000001,Hostage Taking (Barricade Incident),0.0,0.0,Vehicles,Maoists,Government (General),Unknown,0.0
2017,2,7,Iraq,Middle East & North Africa,Mosul,36.354145,43.143570000000004,Unknown,12.0,0.0,District,Islamic State of Iraq and the Levant (ISIL),Private Citizens & Property,Unknown,12.0
2017,2,7,Mali,Sub-Saharan Africa,Karangasso,12.459166999999999,-5.026111,Hostage Taking (Kidnapping),,,Nun: Gloria Cecilia Narvaez Argoti,Macina Liberation Front (FLM),Religious Figures/Institutions,Firearms,
2017,2,7,Iraq,Middle East & North Africa,Rutbah district,33.038056,40.284444,Bombing/Explosion,2.0,2.0,Checkpoint,Islamic State of Iraq and the Levant (ISIL),Military,Explosives,4.0
2017,2,7,Iraq,Middle East & North Africa,Hadithah,34.160587,42.37254,Hostage Taking (Kidnapping),,,Suspected Informants,Islamic State of Iraq and the Levant (ISIL),Private Citizens & Property,Unknown,
2017,2,7,Iraq,Middle East & North Africa,Tarmiyah,33.669689,44.381316999999996,Armed Assault,0.0,1.0,Member,Unknown,Terrorists/Non-State Militia,Firearms,1.0
2017,2,7,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,Bombing/Explosion,0.0,2.0,Civilians,Unknown,Private Citizens & Property,Explosives,2.0
2017,2,7,Pakistan,South Asia,Naguman,34.1225,71.610833,Bombing/Explosion,0.0,9.0,Convoy,Unknown,Military,Explosives,9.0
2017,2,7,Iraq,Middle East & North Africa,Mosul,36.354145,43.143570000000004,Bombing/Explosion,1.0,0.0,Soldier,Unknown,Military,Explosives,1.0
2017,2,7,Iraq,Middle East & North Africa,Mosul,36.354145,43.143570000000004,Bombing/Explosion,1.0,2.0,Neighborhood,Islamic State of Iraq and the Levant (ISIL),Private Citizens & Property,Explosives,3.0
2017,2,7,Iraq,Middle East & North Africa,Mosul,36.354145,43.143570000000004,Bombing/Explosion,0.0,2.0,Neighborhood,Islamic State of Iraq and the Levant (ISIL),Private Citizens & Property,Explosives,2.0
2017,2,7,Iraq,Middle East & North Africa,Mosul,36.354145,43.143570000000004,Bombing/Explosion,0.0,2.0,Neighborhood,Islamic State of Iraq and the Levant (ISIL),Private Citizens & Property,Explosives,2.0
2017,2,8,Iraq,Middle East & North Africa,Dawr,34.458889,43.791004,Bombing/Explosion,3.0,5.0,Posts,Islamic State of Iraq and the Levant (ISIL),Military,Explosives,8.0
2017,2,7,Egypt,Middle East & North Africa,El Sabil,31.104444,33.841528000000004,Bombing/Explosion,0.0,0.0,Health Facility,Unknown,Business,Explosives,0.0
2017,2,7,Nigeria,Sub-Saharan Africa,Maiduguri,11.840929,13.141459,Bombing/Explosion,1.0,0.0,Unknown,Boko Haram,Unknown,Explosives,1.0
2017,2,7,Somalia,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,Bombing/Explosion,0.0,5.0,Civilians,Al-Shabaab,Private Citizens & Property,Explosives,5.0
2017,2,7,Somalia,Sub-Saharan Africa,Arbow,2.1486110000000003,44.545556,Armed Assault,0.0,0.0,Base,Al-Shabaab,Military,Explosives,0.0
2017,2,7,Somalia,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,Bombing/Explosion,0.0,0.0,Unknown,Unknown,Unknown,Explosives,0.0
2017,2,7,Pakistan,South Asia,Zakha Khel,34.065585999999996,71.19367199999999,Unknown,3.0,,Vehicle,Unknown,Terrorists/Non-State Militia,Unknown,
2017,2,7,Sudan,Sub-Saharan Africa,Kutum,14.209794,24.657404,Hijacking,0.0,0.0,Vehicle,Unknown,Government (Diplomatic),Firearms,0.0
2017,2,7,Philippines,Southeast Asia,Balite,7.238969,125.142004,Armed Assault,1.0,0.0,Soldier: Edwin Ijara,New People's Army (NPA),Military,Firearms,1.0
2017,2,7,Philippines,Southeast Asia,Marilog,7.3689789999999995,125.28323600000002,Assassination,0.0,1.0,Tribal Leader: Omiles Duyan,Unknown,Private Citizens & Property,Firearms,1.0
2017,2,7,Syria,Middle East & North Africa,Damascus,33.528492,36.386089,Unknown,0.0,0.0,Soldiers,Hay'at Tahrir al-Sham,Military,Unknown,0.0
2017,2,7,Iraq,Middle East & North Africa,Abu Ghraib,33.31065,44.038208000000004,Bombing/Explosion,1.0,0.0,Vehicle of Employee,Unknown,Government (General),Explosives,1.0
2017,2,7,Colombia,South America,La Esperanza,2.946176,-73.20695699999999,Bombing/Explosion,1.0,0.0,Soldier: Fernando Torres Munoz,Revolutionary Armed Forces of Colombia (FARC) dissidents,Military,Explosives,1.0
2017,2,8,Afghanistan,South Asia,Turkman Qudoq,36.143795000000004,65.444508,Hostage Taking (Kidnapping),6.0,0.0,Convoy,Khorasan Chapter of the Islamic State,NGO,Firearms,6.0
2017,2,8,Afghanistan,South Asia,Dand Patan district,33.791667,69.910833,Bombing/Explosion,3.0,1.0,District Headquarters,Unknown,Government (General),Explosives,4.0
2017,2,8,Iraq,Middle East & North Africa,Fallujah,33.349159,43.784199,Bombing/Explosion,1.0,2.0,Civilians,Unknown,Private Citizens & Property,Explosives,3.0
2017,2,8,Iraq,Middle East & North Africa,Albu Muhammad,35.143172,44.446498999999996,Armed Assault,1.0,0.0,Member,Islamic State of Iraq and the Levant (ISIL),Military,Firearms,1.0
2017,2,8,Iraq,Middle East & North Africa,Dawr district,34.4575,43.798333,Bombing/Explosion,1.0,0.0,Headquarters,Islamic State of Iraq and the Levant (ISIL),Military,Explosives,1.0
2017,2,8,Iraq,Middle East & North Africa,Tall Abtah,35.944855,42.564484,Bombing/Explosion,11.0,0.0,Village,Islamic State of Iraq and the Levant (ISIL),Private Citizens & Property,Explosives,11.0
2017,2,8,Egypt,Middle East & North Africa,Masaeed,31.085764,33.801481,Armed Assault,0.0,1.0,Soldiers,Sinai Province of the Islamic State,Military,Firearms,1.0
2017,2,8,Philippines,Southeast Asia,Casay,13.29127,122.54445,Facility/Infrastructure Attack,0.0,0.0,Road Construction Equipment,New People's Army (NPA),Business,Incendiary,0.0
2017,2,8,Philippines,Southeast Asia,Malibatuan,7.308063000000001,125.147324,Assassination,1.0,0.0,Former New People's Army (NPA) Leader: Rey Rabadon,New People's Army (NPA),Private Citizens & Property,Firearms,1.0
2017,2,8,Philippines,Southeast Asia,Malamodao,7.37,125.95388899999999,Hostage Taking (Kidnapping),,,"Civilians: Jun-jun Custodio, Marjun Custodio",New People's Army (NPA),Private Citizens & Property,Unknown,
2017,2,8,Iraq,Middle East & North Africa,Mosul,36.354145,43.143570000000004,Bombing/Explosion,1.0,6.0,Aid Workers,Islamic State of Iraq and the Levant (ISIL),NGO,Explosives,7.0
2017,2,8,Iraq,Middle East & North Africa,Mosul,36.354145,43.143570000000004,Bombing/Explosion,0.0,9.0,Fighters,Islamic State of Iraq and the Levant (ISIL),Military,Explosives,9.0
2017,2,8,Iraq,Middle East & North Africa,Mosul,36.354145,43.143570000000004,Bombing/Explosion,0.0,4.0,Restaurant,Islamic State of Iraq and the Levant (ISIL),Business,Explosives,4.0
2017,2,8,Iraq,Middle East & North Africa,Tall Abtah,35.944855,42.564484,Bombing/Explosion,11.0,0.0,Village,Islamic State of Iraq and the Levant (ISIL),Private Citizens & Property,Explosives,11.0
2017,2,8,Iraq,Middle East & North Africa,Ramadi,33.420947999999996,43.295662,Bombing/Explosion,2.0,2.0,Patrol,Islamic State of Iraq and the Levant (ISIL),Military,Explosives,4.0
2017,2,8,Israel,Middle East & North Africa,Eilat,29.554547999999997,34.947533,Bombing/Explosion,0.0,0.0,City,Sinai Province of the Islamic State,Private Citizens & Property,Explosives,0.0
2017,2,8,Somalia,Sub-Saharan Africa,Bosaso,11.274796,49.179657,Armed Assault,6.0,2.0,Hotel,Jabha East Africa,Business,Firearms,8.0
2017,2,8,India,South Asia,Konanguda,18.379,81.61438000000001,Hostage Taking (Kidnapping),1.0,0.0,Civilian: Barse Deva,Maoists,Private Citizens & Property,Firearms,1.0
2017,2,8,Syria,Middle East & North Africa,Aleppo,36.201721,37.14352,Bombing/Explosion,3.0,7.0,Aid Distribution Center,Unknown,NGO,Explosives,10.0
2017,2,8,Pakistan,South Asia,Jodial,35.920159999999996,74.307975,Assassination,0.0,0.0,Residence of Deputy Director of Coordination (DDC): Abdul Majid,Unknown,Government (General),Firearms,0.0
2017,2,8,Philippines,Southeast Asia,Lipatan,17.856944,121.4925,Armed Assault,1.0,5.0,Patrol,New People's Army (NPA),Military,Firearms,6.0
2017,2,7,Somalia,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,Bombing/Explosion,0.0,0.0,District,Al-Shabaab,Private Citizens & Property,Explosives,0.0
2017,2,7,Somalia,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,Bombing/Explosion,0.0,0.0,District,Al-Shabaab,Private Citizens & Property,Explosives,0.0
2017,2,8,Somalia,Sub-Saharan Africa,Beledweyne,4.73538,45.2024,Bombing/Explosion,0.0,2.0,Restaurant,Al-Shabaab,Business,Explosives,2.0
2017,1,29,Democratic Republic of the Congo,Sub-Saharan Africa,Marco,-6.274012,27.9249,Facility/Infrastructure Attack,0.0,0.0,Village,Twa Militia,Private Citizens & Property,Incendiary,0.0
2017,2,8,India,South Asia,Jaynagar,26.588399,86.137015,Assassination,1.0,0.0,Former District Board Member: Purushottam Jha,Unknown,Government (General),Firearms,1.0
2017,2,7,Philippines,Southeast Asia,Culilang,11.441993,122.94801499999998,Facility/Infrastructure Attack,0.0,0.0,Sugarcane Plantation,Unknown,Business,Firearms,0.0
2017,2,8,India,South Asia,Masni,25.512946,86.55269,Facility/Infrastructure Attack,0.0,0.0,Train Tracks,Unknown,Transportation,Sabotage Equipment,0.0
2017,2,8,Iraq,Middle East & North Africa,Ronaki,35.406588,44.677203000000006,Assassination,1.0,0.0,Commissioner,Unknown,Police,Firearms,1.0
2017,2,8,India,South Asia,Munchingput,18.13776,82.686184,Hostage Taking (Kidnapping),1.0,0.0,Suspected Police Informant: M Jeenabandu,Communist Party of India - Maoist (CPI-Maoist),Private Citizens & Property,Firearms,1.0
2017,2,9,Afghanistan,South Asia,Hussainkhel,36.025482000000004,68.674995,Assassination,4.0,4.0,Provincial Council Member: Alam Jan Majahid,Unknown,Government (General),Firearms,8.0
2017,2,9,Iraq,Middle East & North Africa,Mosul,36.354145,43.143570000000004,Bombing/Explosion,1.0,5.0,School,Islamic State of Iraq and the Levant (ISIL),Educational Institution,Explosives,6.0
2017,2,9,Iraq,Middle East & North Africa,Mosul,36.354145,43.143570000000004,Bombing/Explosion,0.0,0.0,Civilians,Unknown,Private Citizens & Property,Explosives,0.0
2017,2,9,Philippines,Southeast Asia,Itogon,16.360271,120.677149,Facility/Infrastructure Attack,0.0,0.0,Trucks,New People's Army (NPA),Business,Firearms,0.0
2017,2,9,Philippines,Southeast Asia,Tikalaan,8.035507,124.626297,Hostage Taking (Kidnapping),1.0,0.0,Construction Equipment,New People's Army (NPA),Business,Firearms,1.0
2017,2,9,Philippines,Southeast Asia,Tikalaan,8.035507,124.626297,Hostage Taking (Kidnapping),0.0,0.0,Officer: Jerome Natividad,New People's Army (NPA),Police,Unknown,0.0
2017,2,9,Mali,Sub-Saharan Africa,Goundam,16.417596,-3.664859,Bombing/Explosion,1.0,4.0,Convoy,Unknown,Military,Explosives,5.0
2017,2,9,Ireland,Western Europe,Naas,53.220565,-6.659308,Bombing/Explosion,0.0,0.0,Commercial Garage,Unknown,Private Citizens & Property,Explosives,0.0
2017,2,9,Iraq,Middle East & North Africa,Amiriyat al-Fallujah,33.163559,43.863106,Bombing/Explosion,3.0,2.0,Checkpoint,Islamic State of Iraq and the Levant (ISIL),Military,Explosives,5.0
2017,2,9,Iraq,Middle East & North Africa,Kilu Miat wa Sittin,33.201392999999996,41.698021000000004,Bombing/Explosion,1.0,6.0,Vehicle,Islamic State of Iraq and the Levant (ISIL),Military,Explosives,7.0
2017,2,9,Israel,Middle East & North Africa,Petah Tivka,32.089161,34.88382,Armed Assault,0.0,6.0,Market,Palestinian Extremists,Private Citizens & Property,Firearms,6.0
2017,2,9,Iraq,Middle East & North Africa,Mosul,36.354145,43.143570000000004,Bombing/Explosion,8.0,16.0,Marketplace,Unknown,Private Citizens & Property,Explosives,24.0
2017,2,9,Iraq,Middle East & North Africa,Saba al-Bor,33.460819,44.157433000000005,Bombing/Explosion,1.0,2.0,Civilians,Unknown,Private Citizens & Property,Explosives,3.0
2017,2,9,Iraq,Middle East & North Africa,Abu Ghraib,33.31065,44.038208000000004,Armed Assault,1.0,0.0,Agent,Unknown,Government (General),Firearms,1.0
2017,2,9,Iraq,Middle East & North Africa,Hamel,34.986745,43.925794,Hostage Taking (Kidnapping),,,Civilians,Islamic State of Iraq and the Levant (ISIL),Private Citizens & Property,Unknown,
2017,2,9,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,Bombing/Explosion,0.0,0.0,Unknown,Unknown,Unknown,Explosives,0.0
2017,2,9,India,South Asia,Itkhori,24.297477,85.162195,Facility/Infrastructure Attack,0.0,0.0,Construction Equipment,Maoists,Business,Incendiary,0.0
2017,2,9,India,South Asia,Lanjigarh,19.709905,83.365003,Bombing/Explosion,0.0,0.0,Officers,Maoists,Police,Explosives,0.0
2017,2,9,Sudan,Sub-Saharan Africa,Tabit,13.314836999999999,25.088934,Hijacking,,,Vehicle of Mohamed Ahmed Abdallah,Unknown,Private Citizens & Property,Firearms,
2017,2,9,Democratic Republic of the Congo,Sub-Saharan Africa,Tshimbulu,-6.4786660000000005,22.861196,Armed Assault,6.0,0.0,Town,Kamwina Nsapu Militia,Private Citizens & Property,Firearms,6.0
2017,2,9,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,Bombing/Explosion,0.0,1.0,Civilian,Unknown,Private Citizens & Property,Explosives,1.0
2017,2,9,Iraq,Middle East & North Africa,Kubba,33.910318,44.762091,Armed Assault,0.0,2.0,Checkpoint,Islamic State of Iraq and the Levant (ISIL),Police,Firearms,2.0
2017,2,9,Iraq,Middle East & North Africa,Badr,35.148073,44.333556,Bombing/Explosion,1.0,2.0,Civilians,Unknown,Private Citizens & Property,Explosives,3.0
2017,2,9,Iraq,Middle East & North Africa,Basra,30.510053999999997,47.778095,Bombing/Explosion,0.0,0.0,House,Unknown,Private Citizens & Property,Explosives,0.0
2017,2,8,Greece,Western Europe,Athens,37.99749,23.762728,Hostage Taking (Barricade Incident),0.0,0.0,Supermarket,Anarchists,Business,Unknown,0.0
2017,2,10,Thailand,Southeast Asia,Pato,6.822825,101.38284,Assassination,1.0,0.0,Sub-District Chief: Sama-ae Doloh,Barisan Revolusi Nasional (BRN),Government (General),Firearms,1.0
2017,2,10,Thailand,Southeast Asia,Lidon,6.542778,101.199167,Hostage Taking (Barricade Incident),0.0,0.0,Manu Rock Quarry,Barisan Revolusi Nasional (BRN),Business,Firearms,0.0
2017,2,10,Thailand,Southeast Asia,Lidon,6.542778,101.199167,Hostage Taking (Barricade Incident),0.0,0.0,Peerapol Sila Rock Quarry,Barisan Revolusi Nasional (BRN),Business,Firearms,0.0
2017,2,10,Thailand,Southeast Asia,Yingo,6.404138,101.705474,Armed Assault,2.0,0.0,Rubber Trading Store,Barisan Revolusi Nasional (BRN),Business,Firearms,2.0
2017,2,10,Iraq,Middle East & North Africa,Karma,33.403057000000004,43.911865,Bombing/Explosion,0.0,0.0,Unknown,Unknown,Unknown,Explosives,0.0
2017,2,10,Iraq,Middle East & North Africa,Mosul,36.354145,43.143570000000004,Bombing/Explosion,2.0,7.0,Checkpoint,Islamic State of Iraq and the Levant (ISIL),Military,Explosives,9.0
2017,2,10,Pakistan,South Asia,Aulai,34.561389,71.426389,Armed Assault,14.0,1.0,Checkposts,Tehrik-i-Taliban Pakistan (TTP),Military,Firearms,15.0
2017,2,10,Iraq,Middle East & North Africa,Mosul,36.354145,43.143570000000004,Bombing/Explosion,,,Unknown,Islamic State of Iraq and the Levant (ISIL),Unknown,Explosives,
2017,2,10,Pakistan,South Asia,Arang,34.733940999999994,71.686376,Bombing/Explosion,1.0,4.0,Vehicle,Khorasan Chapter of the Islamic State,Private Citizens & Property,Explosives,5.0
2017,2,10,Pakistan,South Asia,Quetta,30.200819,66.994354,Bombing/Explosion,0.0,0.0,Unknown,Unknown,Unknown,Explosives,0.0
2017,2,10,Afghanistan,South Asia,Mihtarlam,34.674865999999994,70.21344,Bombing/Explosion,0.0,2.0,Vehicle,Taliban,Police,Explosives,2.0
2017,2,10,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,Bombing/Explosion,5.0,14.0,Civilians,Islamic State of Iraq and the Levant (ISIL),Private Citizens & Property,Explosives,19.0
2017,2,10,Iraq,Middle East & North Africa,Mosul,36.354145,43.143570000000004,Bombing/Explosion,5.0,7.0,Restaurant,Islamic State of Iraq and the Levant (ISIL),Business,Explosives,12.0
2017,2,10,Iraq,Middle East & North Africa,Taji,33.540672,44.251265999999994,Bombing/Explosion,2.0,4.0,Civilians,Unknown,Private Citizens & Property,Explosives,6.0
2017,2,10,Iraq,Middle East & North Africa,Mosul,36.354145,43.143570000000004,Bombing/Explosion,1.0,0.0,Positions,Unknown,Military,Explosives,1.0
2017,2,10,India,South Asia,Virangatta,24.003563,86.147194,Hostage Taking (Kidnapping),1.0,0.0,Suspected Informant: Birwal Murmu,Communist Party of India - Maoist (CPI-Maoist),Private Citizens & Property,Firearms,1.0
2017,2,10,India,South Asia,Chilkapalli,18.496013,80.864972,Armed Assault,1.0,0.0,Joint Patrol,Maoists,Police,Firearms,1.0
2017,2,10,Nigeria,Sub-Saharan Africa,Ajiri,11.661077,13.114872,Hostage Taking (Kidnapping),7.0,19.0,Convoy,Boko Haram,Military,Firearms,26.0
2017,2,10,Nigeria,Sub-Saharan Africa,Kaumutayahi,10.860833,12.962222,Hostage Taking (Kidnapping),1.0,,Village,Boko Haram,Private Citizens & Property,Firearms,
2017,2,10,Nigeria,Sub-Saharan Africa,Eika,7.586111,6.266667,Armed Assault,3.0,0.0,Police Station,Unknown,Police,Firearms,3.0
2017,2,10,Nigeria,Sub-Saharan Africa,Eika,7.586111,6.266667,Assassination,1.0,0.0,Chairman of Eika Community: Mallam Sadiq Obomi,Unknown,Government (General),Firearms,1.0
2017,2,10,Pakistan,South Asia,Borki,33.859184,69.94654799999999,Bombing/Explosion,0.0,0.0,Goods-Laden Truck,Tehrik-i-Taliban Pakistan (TTP),Business,Explosives,0.0
2017,2,10,India,South Asia,Motbung,24.99846,93.904674,Hostage Taking (Kidnapping),0.0,0.0,Rickshaw Driver: Robin Thapa,Thadou People's Liberation Army (TPLA),Transportation,Unknown,0.0
2017,2,10,India,South Asia,Sandengleli,19.55591,83.374969,Facility/Infrastructure Attack,0.0,0.0,Construction Equipment,Communist Party of India - Maoist (CPI-Maoist),Business,Firearms,0.0
2017,2,10,India,South Asia,Udalguri district,26.689715999999997,91.909924,Armed Assault,2.0,0.0,Residence of Former National Democratic Front of Bodoland (NDFB) Member: Bokul Rabha,Unknown,Private Citizens & Property,Firearms,2.0
2017,2,10,Democratic Republic of the Congo,Sub-Saharan Africa,Tshimbulu,-6.4786660000000005,22.861196,Armed Assault,30.0,0.0,Town,Kamwina Nsapu Militia,Private Citizens & Property,Firearms,30.0
2017,2,10,Afghanistan,South Asia,Faizabad,37.10783,70.56755799999999,Armed Assault,2.0,0.0,Officer: Mohammad Adil,Unknown,Police,Firearms,2.0
2017,2,10,Syria,Middle East & North Africa,Homs,34.717705,36.722823999999996,Bombing/Explosion,,24.0,Residential Area,Unknown,Private Citizens & Property,Explosives,
2017,2,11,Peru,South America,Ica,-14.071426,-75.73628599999999,Assassination,1.0,0.0,Journalist: Julio Cesar Moises Mesco,Unknown,Journalists & Media,Unknown,1.0
2017,2,9,United States,North America,Jackson,32.298757,-90.18481,Facility/Infrastructure Attack,0.0,0.0,Residence of Leader: Stanley Wesley,Ku Klux Klan,Private Citizens & Property,Incendiary,0.0
2017,2,10,Angola,Sub-Saharan Africa,Nkangu,-4.951934,12.622697,Unknown,4.0,6.0,Soldiers,Front for the Liberation of Cabinda / Cabinda Armed Forces (FLEC-FAC),Military,Unknown,10.0
2017,2,10,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,Bombing/Explosion,0.0,3.0,Market,Unknown,Private Citizens & Property,Explosives,3.0
2017,2,11,Thailand,Southeast Asia,Ruepo,6.15879,101.67043699999999,Bombing/Explosion,0.0,4.0,Vehicle,Barisan Revolusi Nasional (BRN),Private Citizens & Property,Explosives,4.0
2017,2,9,Iraq,Middle East & North Africa,Zeibat,34.986745,43.925794,Hostage Taking (Kidnapping),,,Civilians,Islamic State of Iraq and the Levant (ISIL),Private Citizens & Property,Unknown,
2017,2,11,Afghanistan,South Asia,Lashkar Gah,31.60063,64.369652,Bombing/Explosion,7.0,21.0,Soldiers,Taliban,Military,Explosives,28.0
2017,2,11,West Bank and Gaza Strip,Middle East & North Africa,Hebron,31.530243,35.094162,Armed Assault,0.0,0.0,Officers,Unknown,Police,Melee,0.0
2017,2,11,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,Bombing/Explosion,0.0,0.0,Green Zone,Unknown,Other,Explosives,0.0
2017,2,11,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,Bombing/Explosion,0.0,0.0,Neighborhoods,Unknown,Private Citizens & Property,Explosives,0.0
2017,2,11,Iraq,Middle East & North Africa,Naft Khanah,34.035641,45.440578,Bombing/Explosion,0.0,0.0,Unknown,Unknown,Unknown,Explosives,0.0
2017,2,11,Iraq,Middle East & North Africa,Tikrit,34.621521,43.668377,Bombing/Explosion,1.0,1.0,Unknown,Islamic State of Iraq and the Levant (ISIL),Unknown,Explosives,2.0
2017,2,11,Philippines,Southeast Asia,San Jose,7.317427,126.547417,Bombing/Explosion,0.0,0.0,Trucks,New People's Army (NPA),Military,Explosives,0.0
2017,2,11,Pakistan,South Asia,Balgatar,26.173056,64.036111,Armed Assault,0.0,2.0,Vehicle,Unknown,Military,Firearms,2.0
2017,2,11,Egypt,Middle East & North Africa,Arish,31.126646,33.800865,Hostage Taking (Kidnapping),1.0,,Civilian: Hamed Saleh Hamed,Sinai Province of the Islamic State,Private Citizens & Property,Unknown,
2017,2,11,Iraq,Middle East & North Africa,Unknown,34.533753000000004,43.483738,Bombing/Explosion,1.0,5.0,Soldiers,Unknown,Military,Explosives,6.0
2017,2,11,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,Bombing/Explosion,1.0,5.0,Market,Unknown,Private Citizens & Property,Explosives,6.0
2017,2,11,Iraq,Middle East & North Africa,Tawakol,34.053467,44.933075,Bombing/Explosion,1.0,3.0,Farmer,Islamic State of Iraq and the Levant (ISIL),Private Citizens & Property,Explosives,4.0
2017,2,11,Pakistan,South Asia,Tajori,32.629181,70.58255799999999,Hostage Taking (Kidnapping),0.0,0.0,Deputy Director: Mohibur Rehman,Unknown,Government (General),Firearms,0.0
2017,2,11,Nigeria,Sub-Saharan Africa,Mussa,10.737778,13.130556,Facility/Infrastructure Attack,,,Village,Boko Haram,Private Citizens & Property,Incendiary,
2017,2,11,Central African Republic,Sub-Saharan Africa,Ngawa,6.263236,21.198347000000002,Armed Assault,4.0,0.0,City,Popular Front for the Renaissance of the Central African Republic (FPRC),Private Citizens & Property,Firearms,4.0
2017,2,12,Philippines,Southeast Asia,Cagamutan Sur,10.789048,122.590448,Bombing/Explosion,0.0,0.0,Videoke Bar,Unknown,Business,Explosives,0.0
2017,2,11,Afghanistan,South Asia,Kabul,34.516895,69.14701099999999,Bombing/Explosion,0.0,0.0,Building,Taliban,Government (General),Explosives,0.0
2017,2,11,South Sudan,Sub-Saharan Africa,Nimule district,3.591585,32.063859,Assassination,1.0,0.0,Convoy of Brigadier General: Ajith Akuei,Unknown,Military,Firearms,1.0
2017,2,11,Sudan,Sub-Saharan Africa,Tawilah district,13.514231,24.86034,Armed Assault,1.0,0.0,Merchant: Haround Ismail,Janjaweed,Private Citizens & Property,Firearms,1.0
2017,2,11,Philippines,Southeast Asia,San Isidro,9.230375,125.56563899999999,Armed Assault,3.0,3.0,Soldier,New People's Army (NPA),Military,Firearms,6.0
2017,2,11,Libya,Middle East & North Africa,Al-Khums,32.646988,14.260969000000001,Hostage Taking (Kidnapping),,,Mayor: Mukhtar Khalifah al-Ma'dani,Unknown,Government (General),Unknown,
2017,2,11,Central African Republic,Sub-Saharan Africa,Bowai,6.991231,17.277621,Armed Assault,3.0,0.0,Village,Unknown,Private Citizens & Property,Firearms,3.0
2017,2,11,Mali,Sub-Saharan Africa,Macina,13.961110999999999,-5.358333,Unknown,1.0,0.0,Bambara Trader: Cheickna Traore,Fulani extremists,Private Citizens & Property,Unknown,1.0
2017,2,11,Central African Republic,Sub-Saharan Africa,Unknown,5.556837000000001,23.763282999999998,Hostage Taking (Kidnapping),,,Civilians,Lord's Resistance Army (LRA),Private Citizens & Property,Incendiary,
2017,2,12,Egypt,Middle East & North Africa,Arish,31.126646,33.800865,Armed Assault,1.0,0.0,Coptic Christian Civilian: Bahjat Mina,Sinai Province of the Islamic State,Private Citizens & Property,Firearms,1.0
2017,2,12,Egypt,Middle East & North Africa,Arish,31.126646,33.800865,Armed Assault,1.0,0.0,Coptic Christian Civilian: Adil Shawqi,Sinai Province of the Islamic State,Private Citizens & Property,Firearms,1.0
2017,2,11,Afghanistan,South Asia,Zakhel,36.703552,68.847084,Bombing/Explosion,0.0,6.0,House,Taliban,Private Citizens & Property,Explosives,6.0
2017,2,12,Iraq,Middle East & North Africa,Mosul,36.354145,43.143570000000004,Bombing/Explosion,0.0,4.0,Village,Islamic State of Iraq and the Levant (ISIL),Private Citizens & Property,Explosives,4.0
2017,2,12,Iraq,Middle East & North Africa,Mosul,36.354145,43.143570000000004,Bombing/Explosion,,,Neighborhood,Islamic State of Iraq and the Levant (ISIL),Private Citizens & Property,Explosives,
